,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,race/ethnicity_map,parental lvl of education_map,lunch_map,test preparation course_map,gender_map,total_score,pass/fail,percentage,grade,math_passfail,reading_passfail,writing_passfail,pass/fail_map,grade_map
926,male,group E,associate's degree,free/reduced,none,64,56,52,5,4,2,1,2,172,Pass,57.333333333333336,Second,1,1,1,1,3
927,female,group D,high school,free/reduced,completed,65,61,71,4,5,2,2,1,197,Pass,65.66666666666666,First,1,1,1,1,2
928,male,group E,associate's degree,free/reduced,completed,46,43,44,5,4,2,2,2,133,Pass,44.333333333333336,Second,1,1,1,1,3
929,female,group C,some high school,free/reduced,none,48,56,51,3,6,2,1,1,155,Pass,51.66666666666667,Second,1,1,1,1,3
930,male,group C,some college,free/reduced,completed,67,74,70,3,2,2,2,2,211,Pass,70.33333333333334,First,1,1,1,1,2
931,male,group D,some college,free/reduced,none,62,57,62,4,2,2,1,2,181,Pass,60.333333333333336,First,1,1,1,1,2
932,male,group D,associate's degree,free/reduced,completed,61,71,73,4,4,2,2,2,205,Pass,68.33333333333333,First,1,1,1,1,2
933,male,group C,bachelor's degree,free/reduced,completed,70,75,74,3,1,2,2,2,219,Pass,73.0,First,1,1,1,1,2
934,male,group C,associate's degree,standard,completed,98,87,90,3,4,1,2,2,275,Pass,91.66666666666666,Distinction,1,1,1,1,1
935,male,group D,some college,free/reduced,none,70,63,58,4,2,2,1,2,191,Pass,63.66666666666667,First,1,1,1,1,2
936,male,group A,associate's degree,standard,none,67,57,53,1,4,1,1,2,177,Pass,59.0,Second,1,1,1,1,3
937,female,group E,high school,free/reduced,none,57,58,57,5,5,2,1,1,172,Pass,57.333333333333336,Second,1,1,1,1,3
938,male,group D,some college,standard,completed,85,81,85,4,2,1,2,2,251,Pass,83.66666666666667,Distinction,1,1,1,1,1
939,male,group D,some high school,standard,completed,77,68,69,4,6,1,2,2,214,Pass,71.33333333333334,First,1,1,1,1,2
940,male,group C,master's degree,free/reduced,completed,72,66,72,3,3,2,2,2,210,Pass,70.0,First,1,1,1,1,2
941,female,group D,master's degree,standard,none,78,91,96,4,3,1,1,1,265,Pass,88.33333333333333,Distinction,1,1,1,1,1
942,male,group C,high school,standard,none,81,66,64,3,5,1,1,2,211,Pass,70.33333333333334,First,1,1,1,1,2
943,male,group A,some high school,free/reduced,completed,61,62,61,1,6,2,2,2,184,Pass,61.33333333333333,First,1,1,1,1,2
944,female,group B,high school,standard,none,58,68,61,2,5,1,1,1,187,Pass,62.33333333333333,First,1,1,1,1,2
945,female,group C,associate's degree,standard,none,54,61,58,3,4,1,1,1,173,Pass,57.666666666666664,Second,1,1,1,1,3
946,male,group B,high school,standard,none,82,82,80,2,5,1,1,2,244,Pass,81.33333333333333,Distinction,1,1,1,1,1
947,female,group D,some college,free/reduced,none,49,58,60,4,2,2,1,1,167,Pass,55.666666666666664,Second,1,1,1,1,3
948,male,group B,some high school,free/reduced,completed,49,50,52,2,6,2,2,2,151,Pass,50.33333333333333,Second,1,1,1,1,3
949,female,group E,high school,free/reduced,completed,57,75,73,5,5,2,2,1,205,Pass,68.33333333333333,First,1,1,1,1,2
950,male,group E,high school,standard,none,94,73,71,5,5,1,1,2,238,Pass,79.33333333333333,First,1,1,1,1,2
951,female,group D,some college,standard,completed,75,77,83,4,2,1,2,1,235,Pass,78.33333333333333,First,1,1,1,1,2
952,female,group E,some high school,free/reduced,none,74,74,72,5,6,2,1,1,220,Pass,73.33333333333333,First,1,1,1,1,2
953,male,group C,high school,standard,completed,58,52,54,3,5,1,2,2,164,Pass,54.666666666666664,Second,1,1,1,1,3
954,female,group C,some college,standard,none,62,69,69,3,2,1,1,1,200,Pass,66.66666666666666,First,1,1,1,1,2
955,male,group E,associate's degree,standard,none,72,57,62,5,4,1,1,2,191,Pass,63.66666666666667,First,1,1,1,1,2
956,male,group C,some college,standard,none,84,87,81,3,2,1,1,2,252,Pass,84.0,Distinction,1,1,1,1,1
957,female,group D,master's degree,standard,none,92,100,100,4,3,1,1,1,292,Pass,97.33333333333334,Distinction,1,1,1,1,1
958,female,group D,high school,standard,none,45,63,59,4,5,1,1,1,167,Pass,55.666666666666664,Second,1,1,1,1,3
959,male,group C,high school,standard,none,75,81,71,3,5,1,1,2,227,Pass,75.66666666666667,First,1,1,1,1,2
960,female,group A,some college,standard,none,56,58,64,1,2,1,1,1,178,Pass,59.333333333333336,Second,1,1,1,1,3
961,female,group D,some high school,free/reduced,none,48,54,53,4,6,2,1,1,155,Pass,51.66666666666667,Second,1,1,1,1,3
962,female,group E,associate's degree,standard,none,100,100,100,5,4,1,1,1,300,Pass,100.0,Distinction,1,1,1,1,1
963,female,group C,some high school,free/reduced,completed,65,76,75,3,6,2,2,1,216,Pass,72.0,First,1,1,1,1,2
964,male,group D,some college,standard,none,72,57,58,4,2,1,1,2,187,Pass,62.33333333333333,First,1,1,1,1,2
965,female,group D,some college,standard,none,62,70,72,4,2,1,1,1,204,Pass,68.0,First,1,1,1,1,2
966,male,group A,some high school,standard,completed,66,68,64,1,6,1,2,2,198,Pass,66.0,First,1,1,1,1,2
967,male,group C,some college,standard,none,63,63,60,3,2,1,1,2,186,Pass,62.0,First,1,1,1,1,2
968,female,group E,associate's degree,standard,none,68,76,67,5,4,1,1,1,211,Pass,70.33333333333334,First,1,1,1,1,2
969,female,group B,bachelor's degree,standard,none,75,84,80,2,1,1,1,1,239,Pass,79.66666666666666,First,1,1,1,1,2
970,female,group D,bachelor's degree,standard,none,89,100,100,4,1,1,1,1,289,Pass,96.33333333333334,Distinction,1,1,1,1,1
971,male,group C,some high school,standard,completed,78,72,69,3,6,1,2,2,219,Pass,73.0,First,1,1,1,1,2
972,female,group A,high school,free/reduced,completed,53,50,60,1,5,2,2,1,163,Pass,54.333333333333336,Second,1,1,1,1,3
973,female,group D,some college,free/reduced,none,49,65,61,4,2,2,1,1,175,Pass,58.333333333333336,Second,1,1,1,1,3
974,female,group A,some college,standard,none,54,63,67,1,2,1,1,1,184,Pass,61.33333333333333,First,1,1,1,1,2
975,female,group C,some college,standard,completed,64,82,77,3,2,1,2,1,223,Pass,74.33333333333333,First,1,1,1,1,2
976,male,group B,some college,free/reduced,completed,60,62,60,2,2,2,2,2,182,Pass,60.66666666666667,First,1,1,1,1,2
977,male,group C,associate's degree,standard,none,62,65,58,3,4,1,1,2,185,Pass,61.66666666666667,First,1,1,1,1,2
978,male,group D,high school,standard,completed,55,41,48,4,5,1,2,2,144,Pass,48.0,Second,1,1,1,1,3
979,female,group C,associate's degree,standard,none,91,95,94,3,4,1,1,1,280,Pass,93.33333333333333,Distinction,1,1,1,1,1
980,female,group B,high school,free/reduced,none,8,24,23,2,5,2,1,1,55,Fail,18.333333333333332,Fail,0,0,0,0,0
981,male,group D,some high school,standard,none,81,78,78,4,6,1,1,2,237,Pass,79.0,First,1,1,1,1,2
982,male,group B,some high school,standard,completed,79,85,86,2,6,1,2,2,250,Pass,83.33333333333334,Distinction,1,1,1,1,1
983,female,group A,some college,standard,completed,78,87,91,1,2,1,2,1,256,Pass,85.33333333333334,Distinction,1,1,1,1,1
984,female,group C,some high school,standard,none,74,75,82,3,6,1,1,1,231,Pass,77.0,First,1,1,1,1,2
985,male,group A,high school,standard,none,57,51,54,1,5,1,1,2,162,Pass,54.0,Second,1,1,1,1,3
986,female,group C,associate's degree,standard,none,40,59,51,3,4,1,1,1,150,Pass,50.0,Second,1,1,1,1,3
987,male,group E,some high school,standard,completed,81,75,76,5,6,1,2,2,232,Pass,77.33333333333333,First,1,1,1,1,2
988,female,group A,some high school,free/reduced,none,44,45,45,1,6,2,1,1,134,Pass,44.666666666666664,Second,1,1,1,1,3
989,female,group D,some college,free/reduced,completed,67,86,83,4,2,2,2,1,236,Pass,78.66666666666666,First,1,1,1,1,2
990,male,group E,high school,free/reduced,completed,86,81,75,5,5,2,2,2,242,Pass,80.66666666666666,Distinction,1,1,1,1,1
991,female,group B,some high school,standard,completed,65,82,78,2,6,1,2,1,225,Pass,75.0,First,1,1,1,1,2
992,female,group D,associate's degree,free/reduced,none,55,76,76,4,4,2,1,1,207,Pass,69.0,First,1,1,1,1,2
993,female,group D,bachelor's degree,free/reduced,none,62,72,74,4,1,2,1,1,208,Pass,69.33333333333334,First,1,1,1,1,2
994,male,group A,high school,standard,none,63,63,62,1,5,1,1,2,188,Pass,62.66666666666667,First,1,1,1,1,2
995,female,group E,master's degree,standard,completed,88,99,95,5,3,1,2,1,282,Pass,94.0,Distinction,1,1,1,1,1
996,male,group C,high school,free/reduced,none,62,55,55,3,5,2,1,2,172,Pass,57.333333333333336,Second,1,1,1,1,3
997,female,group C,high school,free/reduced,completed,59,71,65,3,5,2,2,1,195,Pass,65.0,First,1,1,1,1,2
998,female,group D,some college,standard,completed,68,78,77,4,2,1,2,1,223,Pass,74.33333333333333,First,1,1,1,1,2
999,female,group D,some college,free/reduced,none,77,86,86,4,2,2,1,1,249,Pass,83.0,Distinction,1,1,1,1,1
